0,features
10.522020604966812,sub_1_hc_p
-2.93456135605885,sub_1_r1_p
67.26687175460488,sub_1_r2_p
-54.89173080334515,sub_1_hc_m
-0.029974179174817452,sub_1_r1_m
-0.0,sub_1_r2_m
-608.5836711560667,sub_1_hc_o
-2.8950843359052656,sub_1_r1_o
31.26376422964216,sub_1_r2_o
5.6223497949350945,sub_2_hc_p
-19.52557726906726,sub_2_r1_p
5.7832291753720515,sub_2_r2_p
0.0,sub_2_hc_m
0.0,sub_2_r1_m
0.0,sub_2_r2_m
-701.137783467434,sub_2_hc_o
0.6907178311106154,sub_2_r1_o
-21.31986694052148,sub_2_r2_o
21.018800980414547,egc1_en
-0.0727473899478722,egc2_en
